seed,test_seed,anchor_seed,arm,anchor_type,added_type,n_added,n_conformers_added,n_train_conformers,accuracy,macro_f1,f1_Co+2,f1_Ni+2,f1_Cu+2,f1_Zn+2
0,20250722,1001,A3_trimer_add_short,trimer,short,0,0,7957,0.6736910241657077,0.6747372773650869,0.6633858267716536,0.570974270020237,0.7005509641873279,0.7640380484811292
0,20250722,1001,A3_trimer_add_short,trimer,short,100,993,8950,0.6800201380897584,0.6807618542533213,0.6709328782707622,0.5738579045972042,0.7063900877070862,0.7718665464382326
0,20250722,1001,A3_trimer_add_short,trimer,short,200,1982,9939,0.684047756041427,0.6843285926442526,0.6750288350634371,0.5755872604121631,0.7090347923681257,0.7776634827332843
0,20250722,1001,A3_trimer_add_short,trimer,short,350,3472,11429,0.6854142692750288,0.6848270038872529,0.6809544220602943,0.5750256185038793,0.7090234151913193,0.7743045597935188
0,20250722,1001,A3_trimer_add_short,trimer,short,500,4962,12919,0.6859896432681243,0.6856238317336175,0.6806587960938638,0.5842696629213483,0.7102534562211982,0.7673134116980598
0,20250722,1001,A3_trimer_add_short,trimer,short,700,6936,14893,0.6877157652474108,0.6870026240809155,0.6844746162927982,0.5907124314969714,0.709873858199217,0.7629495903346757
0,20250722,1001,A3_trimer_add_short,trimer,short,900,8931,16888,0.689945339470656,0.6891354786014856,0.6912741768787835,0.5921528883741132,0.7108538350217076,0.7622610141313383
0,20250722,1001,A3_trimer_add_short,trimer,short,1200,11896,19853,0.6895138089758343,0.6884513634479925,0.6899691584667352,0.5937272064186725,0.7115832363213038,0.7585258525852585
0,20250722,1001,A3_trimer_add_short,trimer,short,1600,15864,23821,0.6926064441887226,0.6915111893046956,0.6910653430137799,0.5972969045196919,0.7147225862822193,0.7629599234030913
0,20250722,1001,A3_trimer_add_short,trimer,short,1676,16623,24580,0.6892261219792866,0.6878703159955862,0.6861292234736218,0.589424344514428,0.7175329375995367,0.7583947583947583
0,20250722,1001,A4_short_add_short,short,short,0,0,7931,0.6368670886075949,0.6356495691811515,0.627893175074184,0.5456419316843345,0.6815720038883488,0.6874911660777385
0,20250722,1001,A4_short_add_short,short,short,100,993,8924,0.6429804372842347,0.6419913846928089,0.6420087204931589,0.5503649635036496,0.6845395193776913,0.691052335396736
0,20250722,1001,A4_short_add_short,short,short,200,1982,9913,0.6440592635212888,0.6426721224719373,0.6506165590135056,0.5497163332338011,0.6790671848972792,0.6912884127431632
0,20250722,1001,A4_short_add_short,short,short,350,3472,11403,0.6434119677790564,0.6410840042443864,0.6542478125882021,0.5395993836671803,0.6766339171294319,0.6938549035927313
0,20250722,1001,A4_short_add_short,short,short,500,4962,12893,0.6452100115074798,0.6436794879389052,0.6444937176644494,0.5494276795005203,0.6850971922246221,0.695699362366029
0,20250722,1001,A4_short_add_short,short,short,700,6936,14867,0.6452819332566168,0.6443271544577924,0.6409468183215493,0.556790301630827,0.6821201413427562,0.6974513565360373
0,20250722,1001,A4_short_add_short,short,short,876,8692,16623,0.6454257767548907,0.6442038810115336,0.640023948510702,0.5532726739066628,0.6841289959160681,0.6993899057127011
1,20250701,2002,A1_short_add_trimer,short,trimer,0,0,7923,0.6323159784560144,0.6290598402551341,0.6322095291167457,0.5039787798408488,0.6914198303434849,0.688631221719457
1,20250701,2002,A1_short_add_trimer,short,trimer,100,998,8921,0.6564452423698384,0.6514475978536234,0.6662178537767605,0.5135617995777164,0.7092138630600169,0.716796875
1,20250701,2002,A1_short_add_trimer,short,trimer,200,1997,9920,0.6624057450628367,0.6567163147890274,0.6763043763963728,0.5110306223246625,0.7144084789458608,0.7251217814892137
1,20250701,2002,A1_short_add_trimer,short,trimer,350,3490,11413,0.6717414721723519,0.6670136781882685,0.6856537289707246,0.5308041504539559,0.7179341657207718,0.7336626676076218
1,20250701,2002,A1_short_add_trimer,short,trimer,500,4981,12904,0.6775583482944345,0.6734628513354416,0.689995993054628,0.5407395549863935,0.7224806201550388,0.7406352371457058
1,20250701,2002,A1_short_add_trimer,short,trimer,700,6973,14896,0.6818671454219031,0.6780033902343938,0.6939261611750694,0.5465004793863855,0.7236636892102651,0.747923231165855
1,20250701,2002,A1_short_add_trimer,short,trimer,900,8953,16876,0.6852423698384201,0.681907698592499,0.6946393117140967,0.5548141086749285,0.7222924568057312,0.7558849171752398
1,20250701,2002,A1_short_add_trimer,short,trimer,1200,11939,19862,0.690556552962298,0.6873597993101193,0.696224181028812,0.5535487959442332,0.7323467230443975,0.7673194972230342
1,20250701,2002,A1_short_add_trimer,short,trimer,1600,15929,23852,0.6957271095152603,0.6932350068076307,0.698936170212766,0.5617977528089888,0.7400167550963418,0.772189349112426
1,20250701,2002,A1_short_add_trimer,short,trimer,2200,21894,29817,0.7016157989228007,0.6997203319474723,0.7026161238654565,0.5736410097568531,0.7428256070640177,0.7797985871035623
1,20250701,2002,A1_short_add_trimer,short,trimer,3000,29846,37769,0.7062118491921006,0.7043145000929165,0.707001321003963,0.578275754746343,0.7492795389048992,0.7827013857164611
1,20250701,2002,A1_short_add_trimer,short,trimer,4000,39781,47704,0.713967684021544,0.7124339057169661,0.7128137384412153,0.5889456572224803,0.7566159330865213,0.7913602941176471
