molecule,metal,length,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
Q|Co+2,Co+2,1,-0.012345221959627077,-0.011043279241633522,-0.010446368766986186,0.006183800861894376,-0.005013433559288477,-0.008018788766603635,0.0016218942176173257,-0.01740108706938648,-0.005645754036944582,0.01660662749941255
Q|Zn+2,Zn+2,1,-0.012306317292298505,-0.01148843488195864,-0.011415174657292942,0.0008677164262886725,-0.017165730464984624,-0.0049491068230399825,-0.0029109711503362682,-0.002564468976487544,0.018601255334615315,-0.02418968223200528
L|Ni+2,Ni+2,1,0.049615264264776415,-0.006424642215837842,-0.0020159322689120547,0.009458774224061661,-0.006401799623352517,-0.0011268378685730465,0.015860906665215932,-0.011641780305984875,-0.003398010336024637,-0.015655286617902615
D|Co+2,Co+2,1,-0.015287384370172354,-0.004175479770610347,0.010162764073732995,-0.017204832304735254,-0.005272503503677066,0.01162964899243476,0.011604762064961239,-0.008292199861882663,-0.0009790315294321977,0.022823787565745726
S|Cu+2,Cu+2,1,-0.021496954811546086,0.03290911119440508,-0.014417307125144297,-0.02569840832357648,-0.0021650536686162025,0.022304792966620683,-0.004082138104144426,0.034858425685366415,0.012016070226603977,-0.007214094997500741
P|Cu+2,Cu+2,1,-0.02505246294873338,-0.013552267272004356,-0.009100789156307137,0.011873341155957916,1.9518639195241494e-05,0.003427265194443655,0.004492895843577162,0.0008591784170242809,0.006239101220657991,-0.00494935541501226
D|Zn+2,Zn+2,1,0.014326890516340597,-0.004109760457159769,0.04218690882406558,0.017944695803803302,0.0035663851471671292,-0.014150378567504463,0.014142038611359112,-0.015802723251503746,0.021245414099324234,-0.01924333276597019
G|Zn+2,Zn+2,1,0.01014018651112366,-0.018181547948882347,-0.011636172049237484,0.0023841240553337294,-0.01691498760624274,-0.006954427623715306,0.0007872363437499176,-0.018033160686853476,0.0370540775522644,-0.024415046966948073
L|Zn+2,Zn+2,1,0.0013793138865377426,-0.025508336849815544,-0.0011034059956976613,-0.00977685815042454,-0.009666752189119738,0.0030113526201877403,-0.002716701469811637,0.003426595105634113,0.020711791482964315,-0.013665688011021741
I|Co+2,Co+2,1,-0.0074791934051703386,-0.0019055960050061958,0.015560091889082054,-0.008073373899253718,0.018453509557520516,0.0235959308259592,0.003711292575497657,0.0009759366028561896,0.006800803686758902,-0.01178320783606128
W|Ni+2,Ni+2,1,0.05290758296382607,-0.01050716785084907,0.0015592610447629925,0.009138522379032177,0.0003549079841654156,-0.006364320451759212,0.013843426383954,-0.012739570768049087,-0.019519023489502678,-0.004242191924628839
L|Co+2,Co+2,1,0.008762482133774969,-0.0008333604905551226,-0.0012362041795374527,-0.006697517076913352,4.7053581379640635e-05,0.010276318623906044,0.014863612887920964,-0.008787854558998859,0.0012016432625579618,-0.014486400993766748
T|Ni+2,Ni+2,1,0.046536180190983545,0.013831752273763466,-0.006296714431996511,-0.031223726719943383,0.026186678958773267,0.018688240975112635,-0.0023977956090328583,0.010682827975174159,0.03126272278336535,0.01946717120543739
