wavenumber,PC1_loading,PC2_loading
1840,-0.0057301493917722044,-0.014708159844246059
1845,-0.0046456654243835355,-0.010041528766151664
1850,-0.003165575464182786,-0.007427114096457172
1855,-0.0027139299353995967,-0.006109274583414599
1860,-0.0028342155972720454,-0.005301494067588652
1865,-0.0026315510292545838,-0.004345463236789516
1870,-0.0020887968661883263,-0.0032861409269921925
1875,-0.0017594714611839908,-0.0025088071161805726
1880,-0.0018252652816036783,-0.002124674908583019
1885,-0.0019974771036435197,-0.0018294701051651025
1890,-0.0019136285827442985,-0.001366643379868809
1895,-0.0017153969497763614,-0.0010074406585199574
1900,-0.0017287625939598967,-0.0010993039342651232
1905,-0.001789587272469906,-0.0013826798628362783
1910,-0.0015999217893514395,-0.001354696950479614
1915,-0.0013910745608762467,-0.0010910106183553404
1920,-0.0014303616505115465,-0.000878041121712793
1925,-0.0015054710382224352,-0.0007556952733810266
1930,-0.0014120673995886095,-0.000745203959939465
1935,-0.0012975354330390344,-0.0008243096171559376
1940,-0.001221969170167312,-0.0008420213506344993
1945,-0.0011728569615204033,-0.0007804926411799735
1950,-0.0013527946987357197,-0.0008818964817474279
1955,-0.0018350770975710054,-0.0012511691304803025
1960,-0.0023737124225349324,-0.001717428292345798
1965,-0.002739514595441487,-0.002105135684410628
1970,-0.0028362954132536,-0.002252538596966334
1975,-0.0025758503525851726,-0.0021234521495982054
1980,-0.002116423720740563,-0.002076577645765829
1985,-0.0018244475594755502,-0.002243739008457912
1990,-0.0019181267084486698,-0.0024284411486088387
1995,-0.0023230700197773954,-0.0026095483651152524
2000,-0.0027133765296461004,-0.002774063416186268
2005,-0.002928448208093492,-0.002898833914719701
2010,-0.0030132464307799133,-0.002949129660754675
2015,-0.002984901848555027,-0.002874397111949141
2020,-0.0028674008734139813,-0.002677440448154872
2025,-0.002650961210777366,-0.0023631062335889006
2030,-0.0022627912224319185,-0.0019317369370281617
2035,-0.0018169275941559975,-0.0015307218742439833
2040,-0.0015432861460639399,-0.001394081992079902
2045,-0.0015807959005929848,-0.0015286364828364953
2050,-0.0020135197536449733,-0.001784288638955769
2055,-0.002731216842386448,-0.0020709965604728047
2060,-0.003335666196116747,-0.00224864208000781
2065,-0.0035038194289659726,-0.0022152154368483526
2070,-0.003272035277982671,-0.0020184416278469434
2075,-0.0029356072986566136,-0.001876858724244761
2080,-0.002774584542295668,-0.001961105779302239
2085,-0.0026658689088741336,-0.0019906125208690615
2090,-0.0024394271044200565,-0.0017818047832025158
2095,-0.0022642392305307767,-0.001530150557618881
2100,-0.0023465102340353323,-0.0014197986457424147
2105,-0.0027548896783011357,-0.001554741897962673
2110,-0.0033479469695434118,-0.0018230357788264924
2115,-0.0036185688819432476,-0.001841066081425052
2120,-0.003124335084414761,-0.0016015443539764975
2125,-0.0022275674509854007,-0.0015062812797043998
2130,-0.0016440343361788508,-0.0015428928543751446
2135,-0.0015172814992547303,-0.0013203967614308374
2140,-0.0016408134571029287,-0.0008339519476639911
2145,-0.001968548262601103,-0.0005874729859899062
2150,-0.0024058202406383247,-0.000940438562700146
2155,-0.002654465692533463,-0.001562377725306171
2160,-0.0026443794864654687,-0.0019122959883417009
2165,-0.0026587961426909543,-0.0019373582277726106
2170,-0.0026418332412706737,-0.001779232646232944
2175,-0.002326343094365587,-0.0015520478364099823
2180,-0.0020587952056110087,-0.0014599710817186128
2185,-0.0022947050319479445,-0.0016065011441454855
2190,-0.0026607977399396338,-0.001798530154240897
2195,-0.002617292810786323,-0.0016830413574542742
2200,-0.00233474207844774,-0.0011399088565969562
2205,-0.0021908731722342025,-0.0006204444181547024
2210,-0.0023701910669136654,-0.0007290251022211511
2215,-0.0029256166711110845,-0.0014511068590248176
2220,-0.003534391226554418,-0.00215611177200942
2225,-0.0038201600087343426,-0.002433818494659582
2230,-0.0039543742774806115,-0.002450604776512455
2235,-0.0040582736516368775,-0.0023388004124871116
2240,-0.0038966454653514386,-0.0021977705476619504
2245,-0.0035663241233803693,-0.002330996359128386
2250,-0.0032636435167183835,-0.002629021965585776
2255,-0.0029849980093978002,-0.002525774868318513
2260,-0.0027420943058356234,-0.001987440922864179
2265,-0.0025289701478861245,-0.0016517550912191349
2270,-0.0023916522167664015,-0.0017216932821621687
2275,-0.0024687681995659264,-0.0018015998279479666
2280,-0.002718392866906058,-0.0016915921466210651
2285,-0.0029480189034021384,-0.0015065920121719808
2290,-0.003092485877626029,-0.001427846050564447
2295,-0.0032015403021716372,-0.0015848329383524574
2300,-0.0033558855077253573,-0.0017926512718089418
2305,-0.0033605136330377905,-0.0017666823227278027
2310,-0.0030901200653503436,-0.0016576245905120547
2315,-0.00298718786154396,-0.001733150913015005
2320,-0.003261315939972635,-0.0016856750287391079
2325,-0.0034381577061090543,-0.0011407205668489643
2330,-0.0033032609840009863,-0.0006400182376908833
2335,-0.003252267149950581,-0.0008667484408699419
2340,-0.0034266803920394878,-0.0014236831372316742
2345,-0.003368911656199228,-0.0015204116638882334
2350,-0.002977007277948694,-0.0012243922554450752
2355,-0.0027678837448969536,-0.0010665844988462564
2360,-0.0029270771474636087,-0.0011494688560885144
2365,-0.0031787368884897806,-0.001295772850507339
2370,-0.003391851571296345,-0.0016530692635277344
2375,-0.0034693320790954315,-0.0022355302079070808
2380,-0.003260146594174727,-0.0024529040103279305
2385,-0.0029799194318826066,-0.0020386840947288934
2390,-0.00301664229987114,-0.0015840004603654152
2395,-0.003365957520311959,-0.0014673410833745083
2400,-0.003749424666482516,-0.001558230923794062
2405,-0.004016995264515101,-0.0017414555365045277
2410,-0.0040169924354777516,-0.001780464706211926
2415,-0.003733437886930863,-0.0015764284272475754
2420,-0.003373666504572748,-0.0014534942690585969
2425,-0.0029913857726555095,-0.0016126237229128566
2430,-0.0027242445200428827,-0.0017705819202800653
2435,-0.0029015984532236123,-0.0017496277597594282
2440,-0.0035336734645100088,-0.001829039253074697
2445,-0.004133971476412997,-0.0020011165820051835
2450,-0.0043860772696931605,-0.0021258417044230514
2455,-0.004317848826372467,-0.002163452870960329
2460,-0.003874650905410631,-0.0018876143344121728
2465,-0.003339441538465833,-0.001558980328064117
2470,-0.003237936073597219,-0.001613035729429597
2475,-0.0035033489509624315,-0.0019409394484881423
2480,-0.003857023673400467,-0.0022655111051422183
2485,-0.004207926472074052,-0.002237012060981203
2490,-0.004463770310833338,-0.001773563330882902
2495,-0.004583248839467454,-0.0013146086942931298
2500,-0.004523117486429849,-0.0013668870549265145
2505,-0.004174472914133534,-0.0017575444528626478
2510,-0.0038062228332995437,-0.0019106529262363787
2515,-0.003883500819660681,-0.001792211745330097
2520,-0.00432954272033704,-0.001772805621231872
2525,-0.004715410702055871,-0.001963088613248587
2530,-0.0048332987481049085,-0.0022176432993688358
2535,-0.004729161219712254,-0.002305368485473966
2540,-0.004648805797562852,-0.002147785502192928
2545,-0.004949577484802209,-0.002159562005548397
2550,-0.0054763345932287676,-0.002512904014969098
2555,-0.005579774004848263,-0.002568762307039535
2560,-0.005083580022865479,-0.002224224042804671
2565,-0.004657582484855412,-0.002373228240950506
2570,-0.004888170332001139,-0.003140466758220575
2575,-0.005453438496623544,-0.0035892734910803283
2580,-0.005577020938152322,-0.0032292205911058935
2585,-0.005061092909070073,-0.002417956816268888
2590,-0.004400177257278418,-0.0017465796452686782
2595,-0.004109260209394107,-0.0014519221776011552
2600,-0.004303122954597146,-0.0014525413770566215
2605,-0.004611561775864062,-0.0016136382831401462
2610,-0.004836992680631543,-0.001784680821374241
2615,-0.005175720415746649,-0.0018196483478222965
2620,-0.005554651089319969,-0.0019720791427180807
2625,-0.005703844116628457,-0.0025203686606473925
2630,-0.005745742135219841,-0.0030206426672154626
2635,-0.00588714774353423,-0.0028795943435016335
2640,-0.00598418897450923,-0.002274525636791905
2645,-0.005940065945501549,-0.0018690192352853001
2650,-0.0057161100509170665,-0.0018690265840605811
2655,-0.00517010639366826,-0.0019436882619157795
2660,-0.004593098768068414,-0.0018783249674660689
2665,-0.004761506064029877,-0.0016585568791306707
2670,-0.006035975937371037,-0.0014481549836715753
2675,-0.007703383450882776,-0.0012763137114080673
2680,-0.008838227183543037,-0.0010838688087135675
2685,-0.009065413972191141,-0.000950890062322054
2690,-0.008406659578863038,-0.0007178717810000904
2695,-0.007541470567220464,-0.00018819101181799763
2700,-0.007220172548221498,0.000455576755625115
2705,-0.007448492558141276,0.0006053638531430609
2710,-0.007871553326721684,0.0001204871729661043
2715,-0.008221838379142431,-0.0001051206645142352
2720,-0.008256612347938952,0.00027152325576597
2725,-0.008194777528955643,0.0006306002639264775
2730,-0.008530162391933247,0.0007230036838293794
2735,-0.008930107284153502,0.000639439142828056
2740,-0.008920380219927753,0.00041045651646465285
2745,-0.00867703903468962,0.0004094521557117637
2750,-0.00846909571853647,0.0009928376998566658
2755,-0.008744621574638612,0.0019403200044433094
2760,-0.009820778471281669,0.002750122420457816
2765,-0.011208297388228476,0.0030848145033335744
2770,-0.012135728514199568,0.0033561914587403956
2775,-0.012441179788839494,0.004040807863343641
2780,-0.01286000351971786,0.004534167408059365
2785,-0.013587208067475678,0.003808288897297868
2790,-0.013734950354493972,0.002350871553539797
2795,-0.01318379239851681,0.0016509506142560297
2800,-0.01277781530173579,0.0018444810961077828
2805,-0.012768458156686204,0.002336277351333796
2810,-0.012772596047864364,0.0029220096392236525
2815,-0.012861104060976162,0.003125922117433588
2820,-0.013282685766094142,0.0028676458335805195
2825,-0.013975543912318296,0.002866280416167007
2830,-0.014754423780550432,0.003238693357935027
2835,-0.015165115151301022,0.0030808069734990506
2840,-0.01457448358013888,0.0022520325351599417
2845,-0.013257137761362323,0.0020502715188615793
2850,-0.012521947904720344,0.0029109013349593246
2855,-0.012716433547024123,0.0039065046923501615
2860,-0.012692576633763396,0.004251713469416813
2865,-0.012021284672065778,0.003597776139789065
2870,-0.011485989718699366,0.002175170493133646
2875,-0.011131658128864266,0.0009019031780974137
2880,-0.010701222962669414,0.0005979340666648444
2885,-0.010462372114637438,0.0010409908601197923
2890,-0.010317802235960787,0.0014271377926830641
2895,-0.010559963982103909,0.0012339307071937496
2900,-0.011939344196405128,0.0005225471084315557
2905,-0.013660118882068296,0.00016611193875505571
2910,-0.01373291559286776,0.0006063398696256265
2915,-0.011954065978583731,0.0007972706235453083
2920,-0.010220799333469513,5.023244024906414e-05
2925,-0.009700468244856937,-0.0010607827689836195
2930,-0.009886488283551457,-0.0018986845550168607
2935,-0.009890304578027071,-0.00234813218893233
2940,-0.009455238025945696,-0.0024763560505815085
2945,-0.008831946945086879,-0.0021936300039950866
2950,-0.008224308423914584,-0.0016068654740204814
2955,-0.007790184125899831,-0.0012401789259848333
2960,-0.007613036692102904,-0.0012429568208176176
2965,-0.007697889728507592,-0.0012963982602078644
2970,-0.007861609997573673,-0.0014410915328411408
2975,-0.007903332958772543,-0.0015942905950332654
2980,-0.007936788992093331,-0.0015765306675524532
2985,-0.00803448160364892,-0.0018262219059198255
2990,-0.007942068062610599,-0.0027551740549583933
2995,-0.007720786202594423,-0.004254081659738521
3000,-0.007968699327812962,-0.006099341098653058
3005,-0.00881052059369321,-0.007693439151714625
3010,-0.009379457684842081,-0.008127747173053684
3015,-0.009056622730132788,-0.007189662764276042
3020,-0.008153267453394656,-0.0054065157152649035
3025,-0.007120965675848224,-0.002998940618941631
3030,-0.006222883383157405,-0.00037516281542840135
3035,-0.005511185937217761,0.0010560210559777696
3040,-0.004891191895305656,0.0003555011646642511
3045,-0.004223991912543106,-0.0016195261610143044
3050,-0.003439035069738656,-0.003231988359256523
3055,-0.0029426631868930916,-0.003625658582493246
3060,-0.003221597089239191,-0.002620254712080324
3065,-0.004162303675981946,-0.00029862570809404966
3070,-0.005533497757609746,0.002587145237850113
3075,-0.007008917440200677,0.0049832435027243075
3080,-0.007898783735550304,0.006447950955702114
3085,-0.008006194344049049,0.006934926557579355
3090,-0.007651623608513341,0.006373401374824357
3095,-0.006714928983023667,0.00490454775570044
3100,-0.005135565991039955,0.0029018612805075963
